SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Field Service Engineer,Bachelors,5,Hour,$72.42,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/6/2015,3/31/2020
132-51,IT Operations Analyst,Associates,5,Hour,$47.59,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/8/2015,3/31/2020
132-51,IT Service Order Processor,Associates,5,Hour,$68.57,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/5/2015,3/31/2020
132-51,IT Service Scheduler,Associates,5,Hour,$38.41,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/4/2015,3/31/2020
132-51,Program Manager,Bachelors,7,Hour,$94.56,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/7/2015,3/31/2020
132-51,Technical and Customer Service Support I,Associates,3,Hour,$50.29,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/1/2015,3/31/2020
132-51,Technical and Customer Service Support II,Associates,5,Hour,$59.43,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/2/2015,3/31/2020
132-51,Technical and Customer Service Support III,Associates,8,Hour,$72.78,GS-35F-215CA,MRE TECHNOLOGY SOLUTIONS,S,IT Schedule 70,Customer,1,4/3/2015,3/31/2020
132-51,Project Manager,Bachelors,7,Hour,$136.83,GS-35F-376BA,MUTATIO INC.,S,IT Schedule 70,Customer,2,5/23/2014,5/22/2019
132-51,Systems Architect,Bachelors,8,Hour,$152.46,GS-35F-376BA,MUTATIO INC.,S,IT Schedule 70,Customer,2,5/23/2014,5/22/2019
132-51,Systems Engineer I,Bachelors,5,Hour,$120.21,GS-35F-376BA,MUTATIO INC.,S,IT Schedule 70,Customer,2,5/23/2014,5/22/2019
132-51,Systems Engineer II,Bachelors,7,Hour,$135.85,GS-35F-376BA,MUTATIO INC.,S,IT Schedule 70,Customer,2,5/23/2014,5/22/2019
132-51,Client/Server Network Architect,Bachelors,10,Hour,$63.34,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Client/Server Network Architect,Bachelors,10,Hour,$92.04,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Computer Data Architect II,Bachelors,5,Hour,$48.86,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Computer Data Architect II,Bachelors,5,Hour,$73.29,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Computer Programmer II,Bachelors,5,Hour,$44.60,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Computer Programmer II,Bachelors,5,Hour,$53.21,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Database Administrators,Bachelors,5,Hour,$68.35,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Database Administrators,Bachelors,5,Hour,$102.55,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Database Analyst/Programmer Senior,Bachelors,10,Hour,$62.95,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Database Analyst/Programmer Senior,Bachelors,10,Hour,$94.44,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Info Tech / System Admin II,Bachelors,5,Hour,$45.21,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Info Tech / System Admin II,Bachelors,5,Hour,$61.84,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Information Assurance II,Bachelors,5,Hour,$45.21,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Information Assurance II,Bachelors,5,Hour,$73.65,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,IT Subject Matter Expert,Bachelors,10,Hour,$51.90,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,IT Subject Matter Expert,Bachelors,10,Hour,$68.99,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Logistics Management Specialist I,Associates,1,Hour,$34.52,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Logistics Management Specialist I,Associates,1,Hour,$41.71,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Logistics Management Specialist II,Bachelors,5,Hour,$43.81,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Logistics Management Specialist II,Bachelors,5,Hour,$52.94,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Logistics Management Specialist III,Bachelors,10,Hour,$53.13,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Logistics Management Specialist III,Bachelors,10,Hour,$64.19,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Network Administrator II,Bachelors,5,Hour,$45.21,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Network Administrator II,Bachelors,5,Hour,$61.84,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Program Manager Senior,Bachelors,10,Hour,$64.65,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Program Manager Senior,Bachelors,10,Hour,$85.95,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Quality Assurance Analyst Senior,Bachelors,10,Hour,$56.81,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Quality Assurance Analyst Senior,Bachelors,10,Hour,$75.53,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Senior Developer / Applications Programmer Senior,Bachelors,10,Hour,$51.82,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Senior Developer / Applications Programmer Senior,Bachelors,10,Hour,$61.83,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Senior Engineer I,Bachelors,10,Hour,$51.01,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Senior Engineer I,Bachelors,10,Hour,$72.24,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Software Architect,Bachelors,10,Hour,$65.30,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Software Architect,Bachelors,10,Hour,$94.88,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Software Config Manager II,Bachelors,5,Hour,$45.21,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Software Config Manager II,Bachelors,5,Hour,$60.10,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Software Engineer I,Bachelors,1,Hour,$34.63,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Software Engineer I,Bachelors,1,Hour,$41.32,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Systems Administrator Senior,Bachelors,10,Hour,$49.93,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Systems Administrator Senior,Bachelors,10,Hour,$68.29,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Systems Analyst I / Junior Systems Analsyt,Associates,1,Hour,$36.07,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Systems Analyst I / Junior Systems Analsyt,Associates,1,Hour,$54.12,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Systems Analyst II,Bachelors,5,Hour,$44.71,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Systems Analyst II,Bachelors,5,Hour,$67.08,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Technical Writer,Bachelors,2,Hour,$28.42,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Technical Writer,Bachelors,2,Hour,$37.78,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/2015,7/14/2020
132-51,Data Analyst (Junior),Bachelors,2,Hour,$71.20,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Data Analyst (Mid-Level),Bachelors,5,Hour,$85.18,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Data Analyst (Senior),Bachelors,10,Hour,$91.82,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Data Architect (Junior),Bachelors,8,Hour,$88.54,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Data Architect (Mid-Level),Bachelors,10,Hour,$106.01,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Data Architect (Senior),Bachelors,12,Hour,$110.92,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Database Specialist (Junior),Bachelors,2,Hour,$73.29,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Database Specialist (Mid-Level),Bachelors,5,Hour,$100.87,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Database Specialist (Senior),Bachelors,10,Hour,$127.23,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Help Desk Technician (Junior),Associates,2,Hour,$49.66,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Help Desk Technician (Mid-Level),Associates,4,Hour,$56.42,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Help Desk Technician (Senior),Associates,7,Hour,$68.98,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Information Engineer (Junior),Bachelors,2,Hour,$78.88,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Information Engineer (Mid-Level),Bachelors,5,Hour,$93.24,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Information Engineer (Senior),Bachelors,8,Hour,$111.56,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Network Administrator (Junior),Bachelors,3,Hour,$75.03,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Network Administrator (Mid-Level),Bachelors,5,Hour,$80.66,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Network Administrator (Senior),Bachelors,10,Hour,$88.19,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Network Manager (Junior),Bachelors,2,Hour,$85.58,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Network Manager (Mid-Level),Bachelors,5,Hour,$96.97,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Network Manager (Senior),Bachelors,10,Hour,$105.22,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Program Manager (Junior),Bachelors,6,Hour,$117.73,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Program Manager (Mid-Level),Bachelors,8,Hour,$132.29,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Program Manager (Senior),Bachelors,10,Hour,$173.08,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Programmer/Analyst (Junior),Bachelors,2,Hour,$72.19,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Programmer/Analyst (Mid-Level),Bachelors,4,Hour,$80.91,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Programmer/Analyst (Senior),Bachelors,8,Hour,$109.42,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Project Manager (Junior),Bachelors,2,Hour,$103.65,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Project Manager (Mid-Level),Bachelors,4,Hour,$124.19,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Project Manager (Senior),Bachelors,8,Hour,$144.67,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,QA Analyst (Junior),Bachelors,2,Hour,$58.37,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,QA Analyst (Mid-Level),Bachelors,5,Hour,$76.39,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,QA Analyst (Senior),Bachelors,10,Hour,$87.93,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Software Developer (Junior),Bachelors,3,Hour,$103.11,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Software Developer (Mid-Level),Bachelors,7,Hour,$121.13,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Software Developer (Senior),Bachelors,10,Hour,$134.13,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Software Engineer (Junior),Bachelors,2,Hour,$96.75,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Software Engineer (Mid-Level),Bachelors,4,Hour,$113.40,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Software Engineer (Senior),Bachelors,8,Hour,$132.27,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Subject Matter Expert (Junior),Bachelors,8,Hour,$127.92,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Subject Matter Expert (Mid-Level),Bachelors,12,Hour,$150.86,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Subject Matter Expert (Senior),Bachelors,15,Hour,$176.18,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,System Engineer/Analyst (Junior),Bachelors,2,Hour,$86.86,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,System Engineer/Analyst (Mid-Level),Bachelors,5,Hour,$101.13,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,System Engineer/Analyst (Senior),Bachelors,8,Hour,$129.74,GS-35F-424CA,"NAVITAS BUSINESS CONSULTING, INC",S,IT Schedule 70,Both,1,7/17/2015,7/15/2020
132-51,Field Service Engineer,Bachelors,3,Hour,$93.52,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,Implementation Support Analyst,Bachelors,3,Hour,$104.07,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,Network Administrator,Bachelors,5,Hour,$104.06,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,Project Manager/Network Services,Bachelors,5,Hour,$131.82,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,RF Engineer,Bachelors,3,Hour,$135.05,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,Software Engineer,Bachelors,4,Hour,$130.67,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,System & Design Analyst,Masters,2,Hour,$88.85,GS-35F-474BA,"NEOGENERATION WIRELESS SERVICES, LLC.",S,IT Schedule 70,Customer,1,8/12/2014,8/11/2019
132-51,Sr. Developer - Architect,Masters,12,Hour,$88.87,GS-35F-137BA,NEO-MATRIX TECHNOLOGIES INC.,S,IT Schedule 70,Customer,1,1/6/2014,1/5/2019
132-51,Client Site Applications Developer (Mid),Bachelors,5,Hour,$89.77,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Business Analyst (Associate),Bachelors,3,Hour,$62.12,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Configuration Management Specialist,Bachelors,5,Hour,$124.69,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Consultant,Bachelors,4,Hour,$99.75,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site DBA Specialist (Intermediate),Bachelors,5,Hour,$114.89,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site DBA Specialist (Senior),Bachelors,8,Hour,$135.99,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Document conversion Clerk,High School,1,Hour,$34.91,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Program Manager,Bachelors,8,Hour,$149.62,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Quality Assurance Specialist,Bachelors,3,Hour,$64.84,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Reports Analyst & Designer,Bachelors,2,Hour,$80.47,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Scrum Master,Bachelors,2,Hour,$104.74,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Software Integrator,Bachelors,5,Hour,$132.69,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Subject Matter Expert,Bachelors,7,Hour,$149.62,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Systems Engineer (Associate),Bachelors,3,Hour,$123.06,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Test Engineer (Intermediate),Bachelors,5,Hour,$81.79,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Client Site Training Developer,Bachelors,3,Hour,$62.34,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Applications Developer (Mid),Bachelors,5,Hour,$105.93,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Business Analyst (Associate),Bachelors,3,Hour,$73.31,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Configuration Management Specialist,Bachelors,5,Hour,$147.13,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Consultant,Bachelors,4,Hour,$117.70,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site DBA Specialist (Intermediate),Bachelors,5,Hour,$135.57,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site DBA Specialist (Senior),Bachelors,8,Hour,$160.46,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Document conversion Clerk,High School,1,Hour,$41.20,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Program Manager,Bachelors,8,Hour,$176.55,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Quality Assurance Specialist,Bachelors,3,Hour,$76.51,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Reports Analyst & Designer,Bachelors,2,Hour,$94.95,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Scrum Master,Bachelors,2,Hour,$123.59,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Software Integrator,Bachelors,5,Hour,$156.58,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Subject Matter Expert,Bachelors,7,Hour,$176.55,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Systems Engineer (Associate),Bachelors,3,Hour,$145.21,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Test Engineer (Intermediate),Bachelors,5,Hour,$96.52,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Vendor Site Training Developer,Bachelors,3,Hour,$73.56,GS-35F-379CA,"NEOSTEK, INC",S,IT Schedule 70,Both,1,6/24/2015,6/23/2020
132-51,Business Specialist,Bachelors,6,Hour,$96.63,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Designer I,Bachelors,1,Hour,$88.47,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Engineer/Analyst,Bachelors,10,Hour,$72.10,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
